Match ID,Radiant 1,Radiant 2,Radiant 3,Radiant 4,Radiant 5,Dire 1,Dire 2,Dire 3,Dire 4,Dire 5,Wins,
2671500938,Huskar,Outworld Devourer,Nyx Assassin,Dazzle,Lion,Razor,Storm Spirit,Bounty Hunter,Mirana,Disruptor,Radiant,
2671474480,Anti-Mage,Invoker,Dark Seer,Ancient Apparition,Pudge,Bloodseeker,Tinker,Sand King,Lina,Necrophos,Dire,
2673459239,Faceless Void,Ember Spirit,Timbersaw,Pudge,Venomancer,Anti-Mage,Invoker,Omniknight,Legion Commander,Earthshaker,Radiant,
2673444041,Huskar,Mirana,Underlord,Juggernaut,Warlock,Luna,Outworld Devourer,Faceless Void,Sand King,Disruptor,Dire,
2673440668,Clinkz,Outworld Devourer,Faceless Void,Pudge,Ogre Magi,Morphling,Puck,Undying,Keeper of the Light,Riki,Dire,
2673431800,Morphling ,Invoker,Queen of Pain,Medusa,Witch Doctor,Anti-Mage,Tiny,Nyx Assassin,Vengeful Spirit,Lion,Dire,
2673431588,Dragon Knight,Tinker,Morphling,Legion Commander,Dazzle,Anti-Mage,Mirana,Timbersaw,Sand King,Naga Siren,Dire,
2673461389,Slark,Meepo,Broodmother,Oracle,Ogre Magi,Drow Ranger,Huskar,Pudge,Ursa,Dazzle,Dire,
2673452956,Slark,Invoker,Faceless Void,Keeper of the Light,Omniknight,Arc Warden,Drow Ranger,Riki,Pudge,Lion,Dire,
2673459701,Anti-Mage,Meepo,Night Stalker,Crystal Maiden,Mirana,Phantom Assassin,Sniper,Nature's Prophet,Disruptor,Treant Protector,Dire,
2673443298,Juggernaut,Phantom Assassin,Earthshaker,Pudge,Ogre Magi,Phantom Lancer,Outworld Devourer,Queen of Pain,Batrider,Underlord,Dire,
2673448883,Faceless Void,Magnus,Legion Commander,Lion,Elder Titan,Ursa,Bloodseeker,Slardar,Io,Bane,Radiant,
2673445405,Slark,Lina,Magnus,Pugna,Riki,Outworld Devourer,Zeus,Phoenix,Pudge,Warlock,Radiant,
2673453487,Terrorblade,Invoker,Faceless Void,Crystal Maiden,Night Stalker,Huskar,Tinker,Nature's Prophet,Treant Protector,Lion,Dire,
2673435220,Morphling ,Phantom Assassin,Magnus,Shadow Demon,Kunkka,Juggernaut,Tinker,Sand King,Pudge,Lich,Dire,
2673437188,Phantom Lancer,Mirana,Pudge,Kunkka,Bounty Hunter,Sniper,Storm Spirit,Drow Ranger,Faceless Void,Underlord,Dire,
2673440717,Slark,Puck,Ursa,Lycan,Bloodseeker,Sniper,Invoker,Drow Ranger,Axe,Lion,Radiant,
2673437725,Bloodseeker,Storm Spirit,Drow Ranger,Juggernaut,Abaddon,Medusa,Mirana,Slark,Pudge,Ancient Apparition,Dire,
2673446162,Juggernaut,Invoker,Faceless Void,Necrophos,Skywrath Mage,Anti-Mage,Mirana,Magnus,Bloodseeker,Warlock,Dire,
2673451245,Anti-Mage,Sniper,Phoenix,Meepo,Rubick,Clinkz,Phantom Assassin,Bloodseeker,Kunkka,Enigma,Dire,
2673461059,Anti-Mage,Shadow Fiend,Faceless Void,Riki,Lion,Luna,Morphling,Phantom Assassin,Slardar,Drow Ranger,Dire,
2673429346,Morphling ,Zeus,Slardar,Lich,Keeper of the Light,Drow Ranger,Tinker,Faceless Void,Mirana,Ogre Magi,Radiant,
2673461928,Ursa,Ember Spirit,Axe,Dazzle,Treant Protector,Morphling,Templar Assassin,Tidehunter,Bloodseeker,Lion,Radiant,
2673421556,Anti-Mage,Puck,Magnus,Legion Commander,Lion,Slark,Phantom Assassin,Sand King,Pugna,Disruptor,Radiant,
2673433104,Drow Ranger,Templar Assassin,Nyx Assassin,Shadow Shaman,Riki,Spectre,Clinkz,Faceless Void,Keeper of the Light,Pudge,Dire,
2673444445,Wraith King,Invoker,Weaver,Bloodseeker,Dazzle,Chaos Knight,Tinker,Faceless Void,Legion Commander,Necrophos,Radiant,
2673449443,Morphling ,Storm Spirit,Sand King,Wraith King,Pudge,Phantom Lancer,Shadow Fiend,Faceless Void,Mirana,Ancient Apparition,Dire,
2673442323,Luna,Invoker,Magnus,Kunkka,Vengeful Spirit,Slark,Storm Spirit,Windranger,Shadow Demon,Pudge,Dire,
2673430920,Sniper,Storm Spirit,Faceless Void,Pudge,Lion,Drow Ranger,Mirana,Tiny,Warlock,Vengeful Spirit,Dire,
2673450438,Anti-Mage,Juggernaut,Sand King,Pudge,Rubick,Slark,Storm Spirit,Phoenix,Omniknight,Lion,Dire,
2673427307,Juggernaut,Tinker,Timbersaw,Mirana,Oracle,Morphling,Storm Spirit,Phantom Assassin,Crystal Maiden,Ogre Magi,Dire,
2673458278,Slark,Kunkka,Underlord,Pudge,Witch Doctor,Anti-Mage,Sand King,Tidehunter,Earth Spirit,Shadow Demon,Radiant,
2673435935,Anti-Mage,Arc Warden,Centaur Warrunner,Vengeful Spirit,Naga Siren,Terrorblade,Phantom Assassin,Timbersaw,Legion Commander,Earthshaker,Dire,
2673453369,Morphling ,Invoker,Sand King,Bloodseeker,Shadow Demon,Gyrocopter,Arc Warden,Nyx Assassin,Riki,Ancient Apparition,Dire,
2673458041,Phantom Assassin,Tinker,Batrider,Bounty Hunter,Io,Juggernaut,Templar Assassin,Nyx Assassin,Silencer,Vengeful Spirit,Dire,
2673438101,Juggernaut,Tinker,Pugna,Enigma,Pudge,Medusa,Phantom Assassin,Tiny,Dazzle,Bane,Dire,
2673424068,Slark,Tinker,Magnus,Bloodseeker,Pudge,Juggernaut,Outworld Devourer,Ursa,Night Stalker,Sand King,Radiant,
2673450510,Anti-Mage,Storm Spirit,Undying,Nyx Assassin,Silencer,Morphling,Outworld Devourer,Axe,Pudge,Omniknight,Dire,
2673424433,Sniper,Tiny,Phoenix,Underlord,Earthshaker,Mirana,Shadow Fiend,Juggernaut,Bounty Hunter,Crystal Maiden,Radiant,
2673450480,Morphling ,Invoker,Timbersaw,Riki,Shadow Demon,Slark,Juggernaut,Magnus,Beastmaster,Omniknight,Radiant,
2673444871,Riki,Invoker,Faceless Void,Bane,Silencer,Tiny,Queen of Pain,Mirana,Lifestealer,Ogre Magi,Dire,
2673445066,Luna,Alchemist,Axe,Lich,Venomancer,Juggernaut,Phantom Assassin,Tusk,Sand King,Vengeful Spirit,Radiant,
2673419536,Drow Ranger,Shadow Fiend,Bristleback,Ursa,Kunkka,Slark,Storm Spirit,Timbersaw,Pudge,Shadow Demon,Dire,
2673430944,Slark,Axe,Crystal Maiden,Lifestealer,Earthshaker,Anti-Mage,Puck,Mirana,Legion Commander,Dazzle,Radiant,
2673433084,Morphling ,Phantom Assassin,Faceless Void,Vengeful Spirit,Earthshaker,Luna,Puck,Batrider,Rubick,Silencer,Dire,
2673448915,Ursa,Tinker,Magnus,Pudge,Ogre Magi,Juggernaut,Alchemist,Invoker,Silencer,Necrophos,Dire,
2673426610,Sven,Phantom Assassin,Slardar,Spirit Breaker,Lion,Anti-Mage,Tinker,Dark Seer,Riki,Crystal Maiden,Radiant,
2673444291,Sven,Medusa,Axe,Shadow Demon,Pudge,Anti-Mage,Kunkka,Slardar,Sand King,Mirana,Radiant,
2673448893,Clinkz,Tinker,Timbersaw,Lich,Spirit Breaker,Phantom Assassin,Sniper,Sand King,Pudge,Nyx Assassin,Radiant,
2673454388,Juggernaut,Storm Spirit,Timbersaw,Elder Titan,Bounty Hunter,Slark,Outworld Devourer,Underlord,Lion,Riki,Dire,
2673442936,Morphling ,Outworld Devourer,Lycan,Vengeful Spirit,Keeper of the Light,Terrorblade,Sniper,Faceless Void,Warlock,Lich,Dire,
2677105854,Slark,Shadow Fiend,Axe,Mirana,Kunkka,Faceless Void,Invoker,Bristleback,Skywrath Mage,Disruptor,Dire,
2677116663,Sven,Invoker,Faceless Void,Keeper of the Light,Witch Doctor,Slark,Phantom Assassin,Batrider,Riki,Lion,Radiant,
2677134113,Lifestealer,Shadow Fiend,Timbersaw,Mirana,Lich,Clinkz,Phantom Assassin,Batrider,Pudge,Lion,Dire,
2677133555,Juggernaut,Outworld Devourer,Faceless Void,Spirit Breaker,Crystal Maiden,Drow Ranger,Tinker,Mirana,Pudge,Riki,Radiant,
2677146985,Medusa,Huskar,Riki,Sven,Ancient Apparition,Juggernaut,Outworld Devourer,Bristleback,Sand King,Omniknight,Dire,
2677120936,Drow Ranger,Shadow Fiend,Magnus,Axe,Kunkka,Morphling,Invoker,Mirana,Luna,Techies,Radiant,
2677116551,Drow Ranger,Windranger,Axe,Doom,Ancient Apparition,Juggernaut,Outworld Devourer,Timbersaw,Riki,Omniknight,Radiant,
2677140102,Slark,Shadow Fiend,Clockwerk,Ursa,Abaddon,Faceless Void,Pudge,Timbersaw,Spirit Breaker,Keeper of the Light,Dire,
2677132397,Drow Ranger,Shadow Fiend,Sand King,Pudge,Silencer,Juggernaut,Mirana,Crystal Maiden,Earthshaker,Vengeful Spirit,Dire,
2677113386,Sniper,Drow Ranger,Faceless Void,Zeus,Pudge,Phantom Assassin,Alchemist,Clockwerk,Bloodseeker,Disruptor,Dire,
2677084413,Medusa,Tinker,Dark Seer,Lich,Pudge,Spectre,Outworld Devourer,Phoenix,Omniknight,Disruptor,Dire,
2677120662,Ember Spirit,Lina,Faceless Void,Bloodseeker,Mirana,Luna,Morphling,Timbersaw,Axe,Jakiro,Radiant,
2677134252,Outworld Devourer,Pudge,Windranger,Morphling ,Warlock,Phantom Assassin,Templar Assassin,Riki,Magnus,Shadow Demon,Radiant,
2677123494,Anti-Mage,Tinker,Axe,Riki,Pudge,Slark,Lina,Timbersaw,Underlord,Kunkka,Radiant,
2677120341,Morphling ,Timbersaw,Slardar,Lina,Silencer,Ursa,Queen of Pain,Batrider,Bounty Hunter,Disruptor,Radiant,
2677133901,Juggernaut,Morphling,Dark Seer,Riki,Omniknight,Kunkka,Luna,Axe,Skywrath Mage,Shadow Demon,Radiant,
2677141864,Ursa,Kunkka,Broodmother,Legion Commander,Bounty Hunter,Faceless Void,Outworld Devourer,Tusk,Disruptor,Riki,Radiant,
2677129386,Slark,Timbersaw,Mirana,Oracle,Vengeful Spirit,Sniper,Necrophos,Faceless Void,Spirit Breaker,Phoenix,Dire,
2677101927,Morphling ,Kunkka,Sand King,Riki,Crystal Maiden,Medusa,Tinker,Razor,Pudge,Nyx Assassin,Radiant,
2677125103,Terrorblade,Outworld Devourer,Nyx Assassin,Bounty Hunter,Crystal Maiden,Weaver,Phantom Assassin,Venomancer,Batrider,Pudge,Radiant,
2677077485,Morphling ,Invoker,Drow Ranger,Mirana,Shadow Demon,Outworld Devourer,Zeus,Riki,Winter Wyvern,Vengeful Spirit,Radiant,
2677154752,Drow Ranger,Outworld Devourer,Axe,Venomancer,Necrophos,Slark,Storm Spirit,Sand King,Jakiro,Bounty Hunter,Radiant,
2677091970,Juggernaut,Queen of Pain,Tiny,Nyx Assassin,Enchantress,Morphling,Templar Assassin,Timbersaw,Riki,Crystal Maiden,Radiant,
2677108049,Slark,Tinker,Sand King,Pudge,Bane,Juggernaut,Lina,Lone Druid,Ancient Apparition,Shadow Demon,Radiant,
2677112339,Juggernaut,Storm Spirit,Timbersaw,Kunkka,Omniknight,Slark,Outworld Devourer,Mirana,Crystal Maiden,Lion,Dire,
2677133935,Meepo,Outworld Devourer,Clockwerk,Legion Commander,Ogre Magi,Anti-Mage,Shadow Fiend,Necrophos,Earthshaker,Pudge,Dire,
2677095488,Doom,Storm Spirit,Zeus,Kunkka,Dazzle,Phantom Assassin,Shadow Fiend,Mirana,Batrider,Ogre Magi,Dire,
2677090890,Morphling ,Drow Ranger,Faceless Void,Shadow Demon,Riki,Ember Spirit,Outworld Devourer,Dark Seer,Zeus,Keeper of the Light,Radiant,
2677129579,Slark,Phantom Assassin,Necrophos,Kunkka,Oracle,Juggernaut,Storm Spirit,Axe,Phoenix,Vengeful Spirit,Dire,
2677124425,Anti-Mage,Necrophos,Clinkz,Sand King,Disruptor,Morphling,Tinker,Phantom Assassin,Doom,Ogre Magi,Dire,
2677120558,Juggernaut,Outworld Devourer,Riki,Legion Commander,Sniper,Luna,Razor,Tidehunter,Nyx Assassin,Bounty Hunter,Dire,
2677117753,Slark,Invoker,Phoenix,Mirana,Bane,Troll Warlord,Tinker,Necrophos,Pudge,Crystal Maiden,Radiant,
2677125256,Slark,Invoker,Mirana,Sniper,Kunkka,Clinkz,Tinker,Clockwerk,Elder Titan,Nyx Assassin,Dire,
2677087844,Tiny,Outworld Devourer,Kunkka,Skywrath Mage,Venomancer,Phantom Assassin,Tinker,Slardar,Legion Commander,Pudge,Dire,
2677139880,Necrophos,Luna,Drow Ranger,Legion Commander,Keeper of the Light,Meepo,Morphling,Batrider,Pudge,Ancient Apparition,Dire,
2677115531,Slark,Sniper,Magnus,Silencer,Kunkka,Sven,Shadow Fiend,Storm Spirit,Riki,Mirana,Radiant,
2677105401,Wraith King,Tinker,Necrophos,Bounty Hunter,Witch Doctor,Lifestealer,Invoker,Clockwerk,Pudge,Disruptor,Radiant,
2677130802,Anti-Mage,Timbersaw,Faceless Void,Lion,Elder Titan,Morphling,Outworld Devourer,Underlord,Phoenix,Shadow Demon,Dire,
2677149017,Sven,Tiny,Bristleback,Shadow Demon,Omniknight,Necrophos,Huskar,Drow Ranger,Axe,Phoenix,Dire,
2677123768,Spectre,Tinker,Zeus,Legion Commander,Disruptor,Juggernaut,Templar Assassin,Outworld Devourer,Rubick,Omniknight,Dire,
2677116164,Anti-Mage,Outworld Devourer,Tidehunter,Earth Spirit,Lion,Drow Ranger,Invoker,Centaur Warrunner,Keeper of the Light,Riki,Radiant,
2677127701,Morphling ,Storm Spirit,Axe,Lina,Earthshaker,Juggernaut,Invoker,Clockwerk,Necrophos,Nyx Assassin,Dire,
2677118157,Tiny,Morphling,Axe,Underlord,Kunkka,Drow Ranger,Shadow Fiend,Necrophos,Lina,Elder Titan,Dire,
2677126683,Morphling ,Storm Spirit,Sand King,Oracle,Shadow Demon,Legion Commander,Huskar,Earthshaker,Crystal Maiden,Ancient Apparition,Dire,
2677131395,Slark,Tiny,Timbersaw,Arc Warden,Bloodseeker,Juggernaut,Mirana,Axe,Disruptor,Shadow Demon,Radiant,
2677108757,Juggernaut,Mirana,Pudge,Elder Titan,Morphling,Lifestealer,Outworld Devourer,Slardar,Earth Spirit,Lion,Dire,
2677100796,Anti-Mage,Invoker,Nyx Assassin,Pugna,Crystal Maiden,Lifestealer,Outworld Devourer,Sand King,Mirana,Keeper of the Light,Radiant,
2682427996,Spectre,Tinker,Slardar,Keeper of the Light,Witch Doctor,Drow Ranger,Ursa,Huskar,Dazzle,Silencer,Radiant,
2682431200,Naga Siren,Storm Spirit,Timbersaw,Riki,Lion,Morphling,Juggernaut,Legion Commander,Disruptor,Keeper of the Light,Dire,
2682433149,Lifestealer,Ursa,Spirit Breaker,Lich,Oracle,Meepo,Alchemist,Magnus,Shadow Demon,Ogre Magi,Radiant,
2682416726,Terrorblade,Puck,Slardar,Ogre Magi,Mirana,Slark,Morphling,Tidehunter,Riki,Keeper of the Light,Dire,
2682421874,Troll Warlord,Mirana,Huskar,Legion Commander,Ogre Magi,Juggernaut,Razor,Timbersaw,Pudge,Oracle,Dire,
2682415335,Meepo,Outworld Devourer,Bloodseeker,Earthshaker,Lion,Juggernaut,Medusa,Mirana,Legion Commander,Pudge,Radiant,
2682422941,Anti-Mage,Queen of Pain,Windranger,Axe,Warlock,Morphling,Storm Spirit,Huskar,Bloodseeker,Ogre Magi,Radiant,
2682417504,Anti-Mage,Tinker,Sand King,Bounty Hunter,Treant Protector,Morphling,Storm Spirit,Axe,Jakiro,Riki,Dire,
2682422454,Juggernaut,Mirana,Slardar,Pudge,Oracle,Drow Ranger,Outworld Devourer,Faceless Void,Sniper,Necrophos,Dire,
2682411991,Drow Ranger,Viper,Faceless Void,Warlock,Earthshaker,Spectre,Invoker,Windranger,Legion Commander,Kunkka,Radiant,
2682427421,Morphling ,Tinker,Mirana,Kunkka,Pudge,Juggernaut,Magnus,Faceless Void,Elder Titan,Ancient Apparition,Radiant,
2682417178,Juggernaut,Alchemist,Centaur Warrunner,Bounty Hunter,Pudge,Drow Ranger,Puck,Slardar,Necrophos,Riki,Radiant,
2682425928,Spectre,Invoker,Tidehunter,Pudge,Silencer,Phantom Assassin,Tinker,Centaur Warrunner,Bounty Hunter,Omniknight,Dire,
2682431001,Anti-Mage,Outworld Devourer,Riki,Ursa,Rubick,Morphling,Shadow Fiend,Spirit Breaker,Sand King,Zeus,Radiant,
2682420532,Sniper,Windranger,Legion Commander,Abaddon,Lion,Drow Ranger,Invoker,Faceless Void,Alchemist,Ogre Magi,Dire,
2682432254,Phantom Assassin,Alchemist,Faceless Void,Witch Doctor,Pudge,Drow Ranger,Windranger,Phoenix,Silencer,Rubick,Radiant,
2682414820,Anti-Mage,Storm Spirit,Timbersaw,Mirana,Crystal Maiden,Wraith King,Phantom Assassin,Tiny,Dazzle,Pudge,Dire,
2682430706,Sven,Queen of Pain,Slardar,Treant Protector,Witch Doctor,Juggernaut,Mirana,Underlord,Bloodseeker,Lion,Dire,
2682415014,Sniper,Invoker,Axe,Pudge,Bane,Juggernaut,Storm Spirit,Lifestealer,Morphling,Bounty Hunter,Dire,
2682431805,Wraith King,Alchemist,Phoenix,Riki,Shadow Shaman,Slark,Kunkka,Broodmother,Lion,Pudge,Dire,
2682425029,Phantom Assassin,Ember Spirit,Axe,Sand King,Mirana,Juggernaut,Viper,Timbersaw,Ursa,Skywrath Mage,Radiant,
2682415713,Ursa,Queen of Pain,Morphling,Kunkka,Lion,Drow Ranger,Ember Spirit,Batrider,Axe,Witch Doctor,Radiant,
2682407524,Morphling ,Juggernaut,Windranger,Pudge,Rubick,Anti-Mage,Tinker,Magnus,Shadow Shaman,Crystal Maiden,Dire,
2682432093,Drow Ranger,Storm Spirit,Faceless Void,Rubick,Ancient Apparition,Phantom Assassin,Queen of Pain,Axe,Mirana,Omniknight,Radiant,
2682414899,Drow Ranger,Invoker,Venomancer,Axe,Disruptor,Lifestealer,Storm Spirit,Spirit Breaker,Bounty Hunter,Kunkka,Dire,
2682412589,Spirit Breaker,Zeus,Broodmother,Nature's Prophet,Disruptor,Kunkka,Tiny,Windranger,Phantom Assassin,Pudge,Dire,
2682429202,Juggernaut,Phantom Assassin,Dark Seer,Silencer,Bounty Hunter,Drow Ranger,Queen of Pain,Windranger,Venomancer,Keeper of the Light,Radiant,
2682427433,Morphling ,Queen of Pain,Sniper,Legion Commander,Lion,Spectre,Meepo,Zeus,Pudge,Spirit Breaker,Radiant,
2682401866,Juggernaut,Invoker,Bristleback,Ogre Magi,Pudge,Mirana,Shadow Fiend,Huskar,Phantom Assassin,Kunkka,Dire,
2682423279,Spectre,Meepo,Kunkka,Bounty Hunter,Ogre Magi,Phantom Assassin,Invoker,Nyx Assassin,Legion Commander,Abaddon,Radiant,
2682425247,Anti-Mage,Invoker,Clockwerk,Undying,Lion,Morphling,Windranger,Sand King,Lifestealer,Treant Protector,Radiant,
2682410477,Anti-Mage,Zeus,Mirana,Nature's Prophet,Silencer,Luna,Invoker,Faceless Void,Axe,Warlock,Dire,
2682424452,Tiny,Tinker,Mirana,Bloodseeker,Witch Doctor,Clinkz,Zeus,Underlord,Legion Commander,Lich,Dire,
2682424803,Ursa,Shadow Fiend,Faceless Void,Shadow Shaman,Riki,Outworld Devourer,Juggernaut,Omniknight,Pudge,Rubick,Radiant,
2682438388,Faceless Void,Tinker,Abaddon,Lich,Phoenix,Drow Ranger,Invoker,Timbersaw,Lion,Vengeful Spirit,Radiant,
2682420703,Drow Ranger,Outworld Devourer,Faceless Void,Visage,Lion,Slark,Storm Spirit,Nyx Assassin,Kunkka,Riki,Radiant,
2682426108,Drow Ranger,Invoker,Axe,Riki,Disruptor,Morphling,Tinker,Legion Commander,Oracle,Earth Spirit,Dire,
2682405877,Juggernaut,Invoker,Ember Spirit,Earthshaker,Vengeful Spirit,Phantom Lancer,Mirana,Timbersaw,Axe,Puck,Radiant,
2682433684,Slardar,Meepo,Dark Seer,Lycan,Rubick,Juggernaut,Slark,Ursa,Omniknight,Lich,Radiant,
2682426121,Huskar,Storm Spirit,Windranger,Omniknight,Disruptor,Juggernaut,Phantom Assassin,Doom,Mirana,Lion,Radiant,
2682433138,Morphling ,Storm Spirit,Queen of Pain,Bloodseeker,Pudge,Phantom Assassin,Tinker,Axe,Omniknight,Shadow Demon,Dire,
2682424654,Juggernaut,Magnus,Timbersaw,Bounty Hunter,Ancient Apparition,Slark,Tinker,Axe,Legion Commander,Omniknight,Radiant,
2682425086,Slark,Tinker,Phantom Assassin,Mirana,Witch Doctor,Juggernaut,Outworld Devourer,Ursa,Omniknight,Treant Protector,Dire,
2682423522,Medusa,Kunkka,Techies,Shadow Demon,Ogre Magi,Anti-Mage,Invoker,Faceless Void,Lich,Pudge,Radiant,
2682421211,Sven,Ember Spirit,Mirana,Earthshaker,Rubick,Juggernaut,Brewmaster,Broodmother,Wraith King,Ogre Magi,Dire,
2682419728,Morphling ,Juggernaut,Slardar,Ancient Apparition,Vengeful Spirit,Anti-Mage,Puck,Windranger,Lina,Spirit Breaker,Dire,
2682431768,Juggernaut,Lina,Lich,Lifestealer,Oracle,Morphling,Tinker,Slardar,Shadow Shaman,Ogre Magi,Dire,
2682404831,Anti-Mage,Puck,Axe,Bloodseeker,Oracle,Slark,Storm Spirit,Earthshaker,Omniknight,Lion,Radiant,
2682433915,Slark,Morphling,Faceless Void,Witch Doctor,Riki,Drow Ranger,Invoker,Huskar,Axe,Mirana,Dire,
2707613806,Anti-Mage,Outworld Devourer,Timbersaw,Axe,Shadow Shaman,Morphling,Shadow Fiend,Huskar,Ursa,Mirana,Radiant,
2707610513,Slark,Storm Spirit,Bloodseeker,Witch Doctor,Rubick,Anti-Mage,Outworld Devourer,Timbersaw,Keeper of the Light,Silencer,Radiant,
2707610275,Lifestealer,Mirana,Underlord,Night Stalker,Riki,Phantom Assassin,Invoker,Axe,Bounty Hunter,Pudge,Radiant,
2707631237,Drow Ranger,Tinker,Venomancer,Techies,Lion,Phantom Assassin,Morphling,Axe,Sniper,Rubick,Radiant,
2707613536,Luna,Invoker,Doom,Pudge,Necrophos,Anti-Mage,Outworld Devourer,Weaver,Axe,Shadow Shaman,Dire,